fare_amount,distance_km,passenger_count,hour,weekday,month,is_peak,is_night,is_weekend,pickup_borough,dropoff_borough,cluster,segment_label,is_high_fare,pickup_latitude,pickup_longitude
36.1,10.820259882945969,1,13,3,8,0,0,0,2,0,1,Premium,1,40.773856,-73.87089399999999
8.0,2.029172741438858,1,1,5,2,0,1,1,2,2,3,Standard,0,40.764332,-73.92330799999999
6.1,1.938094281790456,2,19,5,4,1,0,1,0,4,2,Budget,0,40.764963,-73.991548
7.5,1.9501137309873595,2,19,0,12,1,0,0,4,4,2,Budget,0,40.792982,-73.96775500000001
8.9,3.88666338299191,2,3,2,6,0,1,0,1,0,3,Standard,0,40.682118,-73.979823
4.5,0.9250812133508195,1,15,1,9,0,0,0,0,0,3,Standard,0,40.777067,-73.97543
5.5,0.8470081006732421,1,8,3,9,1,0,0,4,4,2,Budget,0,40.766417,-73.95705600000001
14.0,4.171953033494853,1,21,3,8,0,0,0,0,4,3,Standard,1,40.783762,-73.980102
20.9,2.7513638399880884,1,3,4,1,0,1,0,0,0,3,Standard,1,40.74026,-73.990663
10.5,2.3980420195959478,2,7,2,9,1,0,0,0,4,2,Budget,0,40.750601,-73.993011
10.0,1.9958405334008145,3,19,5,3,1,0,1,0,0,2,Budget,0,40.76253,-73.972672
7.3,1.8290885923714393,1,10,1,4,1,0,0,0,0,2,Budget,0,40.751085,-73.986299
6.9,2.310632949803732,2,18,0,8,1,0,0,4,4,2,Budget,0,40.778788,-73.956025
7.5,1.3928090542497882,2,12,3,2,0,0,0,4,0,3,Standard,0,40.779785,-73.959665
4.1,0.5408699769534795,5,18,1,12,1,0,0,0,0,2,Budget,0,40.738403000000005,-73.98742299999999
6.5,2.4719331998669727,1,7,5,5,1,0,1,0,0,2,Budget,0,40.745034,-73.98486700000001
4.5,0.39719086006224286,1,7,5,6,1,0,1,4,4,2,Budget,0,40.76788711547852,-73.96805572509766
5.3,1.20136131271286,2,22,1,4,0,1,0,0,0,3,Standard,0,40.772247,-73.982555
12.0,2.4370655573301234,1,11,3,8,0,0,0,0,4,3,Standard,0,40.761727,-73.983812
15.5,2.6752987962923633,1,14,6,4,0,0,1,0,0,3,Standard,1,40.7501,-73.991609
4.9,1.1669054182042975,2,17,5,1,1,0,1,0,0,2,Budget,0,40.7423,-73.991242
12.5,2.198543931866411,1,11,2,10,0,0,0,4,0,3,Standard,1,40.75531,-73.965082
11.3,2.3731216804984885,1,10,4,10,1,0,0,0,0,2,Budget,0,40.751176,-73.994187
7.7,2.769101095628103,1,18,3,3,1,0,0,0,4,2,Budget,0,40.750033,-73.97498
10.5,2.8911510035586856,2,16,1,2,1,0,0,0,0,2,Budget,0,40.764697,-73.970773
10.5,3.5830938245639414,2,13,0,9,0,0,0,0,0,3,Standard,0,40.765624,-73.976221
30.83,7.522795248738815,1,4,4,8,0,1,0,4,2,1,Premium,1,40.760508,-73.95839699999999
5.3,2.0093733425425695,1,19,5,7,1,0,1,4,0,2,Budget,0,40.796781,-73.96474599999999
7.3,1.6885001932577184,1,18,2,8,1,0,0,0,0,2,Budget,0,40.75407,-73.984633
29.3,10.786152627004618,1,15,3,8,0,0,0,0,2,1,Premium,1,40.7417,-73.9875
57.33,20.34216546267875,1,20,4,11,1,0,0,0,4,1,Premium,1,40.76064,-73.99091999999999
10.5,1.8980350711301655,1,15,1,12,0,0,0,0,0,3,Standard,0,40.745056,-73.995053
57.33,20.913106594683814,1,15,6,9,0,0,1,4,0,1,Premium,1,40.642493,-73.785831
10.5,3.198678707627739,1,8,1,4,1,0,0,0,0,2,Budget,0,40.786421,-73.97227600000001
6.9,1.486978983354928,1,14,4,10,0,0,0,0,0,3,Standard,0,40.758095,-73.985479
6.5,1.5562816580872616,1,10,2,10,1,0,0,4,4,2,Budget,0,40.7776,-73.96123
22.5,7.821416160494423,1,18,1,7,1,0,0,1,2,2,Budget,1,40.738,-73.882707
24.9,8.994816773679648,1,11,6,4,0,0,1,0,2,1,Premium,1,40.761323,-73.977734
7.7,2.1419101344439513,3,19,6,9,1,0,1,4,0,2,Budget,0,40.76445,-73.96874
6.5,1.287529786301469,1,16,1,3,1,0,0,4,4,2,Budget,0,40.7695198059082,-73.95157623291014
15.3,5.009684836771535,4,22,2,2,0,1,0,0,0,3,Standard,1,40.763491,-73.990861
11.3,5.129542153652948,1,23,4,4,0,1,0,0,0,3,Standard,0,40.75551,-73.979355
3.7,0.9081536710231393,1,9,3,12,1,0,0,0,0,2,Budget,0,40.746707,-73.993684
9.5,1.9052626381496287,1,18,3,5,1,0,0,0,4,2,Budget,0,40.796892,-73.97038
7.3,4.16536508198246,1,20,3,11,1,0,0,0,0,2,Budget,0,40.716112,-74.005275
6.1,2.2474345535972478,1,18,1,12,1,0,0,0,0,2,Budget,0,40.723472,-74.004717
57.33,21.000694208526973,2,19,1,5,1,0,0,4,0,1,Premium,1,40.644866,-73.781373
4.1,1.0229297891659257,5,22,2,11,0,1,0,0,0,3,Standard,0,40.747532,-73.98545
6.1,0.7026223000197451,5,9,2,9,1,0,0,0,0,2,Budget,0,40.758948,-73.991968
5.7,1.0995369044600316,1,13,6,6,0,0,1,0,0,3,Standard,0,40.75257,-73.97840500000001
6.0,1.4564739413672485,1,22,4,2,0,1,0,0,0,3,Standard,0,40.74878,-73.98843000000001
74.9,15.343458852773363,1,9,1,11,1,0,0,0,4,1,Premium,1,40.729517,-74.000915
6.5,1.7709787182666619,1,23,5,1,0,1,1,0,0,3,Standard,0,40.724653,-73.998725
10.1,3.510324381675043,2,9,3,2,1,0,0,0,0,2,Budget,0,40.782128,-73.97528199999999
8.5,1.4125388017048182,1,14,3,9,0,0,0,0,0,3,Standard,0,40.760613,-74.002815
49.57,20.55129517362016,1,13,4,8,0,0,0,0,4,1,Premium,1,40.75503,-73.987843
24.27,9.508368421755433,1,17,1,7,1,0,0,2,0,1,Premium,1,40.773591,-73.870271
9.3,2.2189392771724377,5,17,2,12,1,0,0,4,2,2,Budget,0,40.79267,-73.967448
8.1,4.181592558007957,1,12,6,4,0,0,1,0,0,3,Standard,0,40.760297,-73.994912
11.7,3.942188849598846,1,19,0,3,1,0,0,0,0,2,Budget,0,40.748235,-73.980183
14.1,6.36877098352052,1,21,1,3,0,0,0,4,0,3,Standard,1,40.774715,-73.95409000000001
8.1,2.712114166637525,1,19,4,7,1,0,0,4,4,2,Budget,0,40.76802,-73.96387800000001
9.7,3.3132365730790743,1,14,6,10,0,0,1,0,0,3,Standard,0,40.71869,-74.01082199999999
11.0,2.439279498057086,1,8,1,11,1,0,0,0,0,2,Budget,0,40.758917,-73.971287
13.7,6.069904193978977,1,11,0,4,0,0,0,0,0,3,Standard,1,40.703327,-74.009989
11.0,3.2833449586467274,1,2,6,11,0,1,1,0,0,3,Standard,0,40.7198,-74.00529300000001
9.7,3.1077820148468605,4,5,1,3,0,1,0,4,0,3,Standard,0,40.775843,-73.956123
20.1,6.060052993263831,1,19,3,5,1,0,0,0,4,2,Budget,1,40.72855,-74.002623
9.0,1.5751746947334724,6,13,1,4,0,0,0,0,4,3,Standard,0,40.761022,-73.978922
9.7,3.099822213601963,3,21,5,2,0,0,1,0,1,3,Standard,0,40.718075,-73.985502
6.5,1.8730728010292788,1,7,1,7,1,0,0,0,0,2,Budget,0,40.740897,-73.985692
5.5,1.1908048597476157,1,19,2,5,1,0,0,0,0,2,Budget,0,40.730716705322266,-73.981201171875
7.7,2.123375409749679,1,19,2,2,1,0,0,0,4,2,Budget,0,40.760856,-73.979729
9.3,4.0146703729476485,5,16,2,2,1,0,0,4,0,2,Budget,0,40.768877,-73.952342
9.0,2.41660550915504,1,13,0,12,0,0,0,0,0,3,Standard,0,40.759331,-73.980914
12.5,2.349992896823992,1,20,2,9,1,0,0,0,4,2,Budget,1,40.763707,-73.981298
18.5,5.420276982032141,3,17,4,5,1,0,0,0,0,2,Budget,1,40.720272,-74.006416
10.5,2.6202081660138288,1,17,5,3,1,0,1,4,4,2,Budget,0,40.775263,-73.953508
12.1,3.927964784723602,1,14,6,3,0,0,1,0,0,3,Standard,0,40.749390000000005,-73.992452
7.5,0.32201879272286715,1,14,3,2,0,0,0,0,0,3,Standard,0,40.73953247070313,-73.98897552490234
7.3,2.424339758240127,1,8,1,7,1,0,0,0,0,2,Budget,0,40.740377,-73.99479000000001
12.1,5.797367745482893,1,22,1,3,0,1,0,0,0,3,Standard,0,40.740915,-74.007593
6.9,2.485114827453121,1,19,4,10,1,0,0,0,0,2,Budget,0,40.761295,-73.990323
12.0,3.564045577650501,1,6,3,6,0,0,0,0,0,3,Standard,0,40.7749,-73.990525
3.3,0.5060167378727471,1,22,3,5,0,1,0,4,4,3,Standard,0,40.772278,-73.963269
6.5,0.7146001244581068,1,13,3,2,0,0,0,0,0,3,Standard,0,40.747698,-74.0026
9.7,4.011506694407295,1,6,0,5,0,0,0,0,0,3,Standard,0,40.725057,-73.987107
11.7,4.17996355156677,1,11,0,4,0,0,0,4,0,3,Standard,0,40.768522,-73.969157
8.0,2.311903272553435,1,12,5,3,0,0,1,0,0,3,Standard,0,40.74379,-73.99235999999999
7.7,2.7498430171186965,3,7,2,3,1,0,0,0,0,2,Budget,0,40.78329,-73.974705
8.5,1.8694069999513405,1,8,1,3,1,0,0,0,0,2,Budget,0,40.752122,-73.993402
15.5,4.020866350057012,1,2,6,2,0,1,1,1,1,3,Standard,1,40.713177,-73.95657299999999
8.0,2.3533749750954125,1,17,4,1,1,0,0,4,0,2,Budget,0,40.756775,-73.969382
4.5,0.7814886004579599,1,22,3,6,0,1,0,0,0,3,Standard,0,40.735537,-74.008454
4.1,0.6439664964391819,2,16,0,11,1,0,0,4,4,2,Budget,0,40.779393,-73.955333
30.9,14.108674169026092,1,22,3,3,0,1,0,0,1,1,Premium,1,40.726098,-74.005487
13.0,2.9231928337656634,1,21,0,3,0,0,0,0,0,3,Standard,1,40.75598526000977,-73.9834213256836
3.3,0.5656027793952894,1,13,5,1,0,0,1,0,0,3,Standard,0,40.752617,-73.996895
5.0,1.1446175902355216,5,3,6,4,0,1,1,0,0,3,Standard,0,40.724182,-73.992387
6.9,1.0686675675097232,1,12,6,10,0,0,1,0,0,3,Standard,0,40.749908000000005,-73.99140200000001
5.3,1.1077438722625104,1,15,3,5,0,0,0,4,2,3,Standard,0,40.783028,-73.953234
6.5,1.4323028145942096,1,17,0,9,1,0,0,4,0,2,Budget,0,40.771092,-73.95678000000001
5.5,0.8720758080295286,1,15,3,12,0,0,0,4,2,3,Standard,0,40.771242,-73.953375
7.5,1.983091681518556,1,18,4,10,1,0,0,0,0,2,Budget,0,40.787442,-73.9789
3.7,0.3976933185588996,3,0,5,3,0,1,1,0,0,3,Standard,0,40.733628,-74.002318
8.5,1.045748176030935,1,10,0,1,1,0,0,0,0,2,Budget,0,40.76264190673828,-73.98003387451173
6.1,2.471855893692059,2,13,5,2,0,0,1,4,0,3,Standard,0,40.773908,-73.959835
8.1,2.5034666479328904,1,9,3,5,1,0,0,0,4,2,Budget,0,40.746365,-73.97206
6.1,1.8607000646550105,1,11,6,6,0,0,1,0,0,3,Standard,0,40.740649,-74.00515899999999
4.5,0.9003077750483144,3,0,5,7,0,1,1,0,0,3,Standard,0,40.717237,-73.997342
10.1,3.731958840556055,1,19,4,1,1,0,0,0,4,2,Budget,0,40.749933,-73.99193199999999
6.5,2.1205189498156467,5,1,5,3,0,1,1,0,0,3,Standard,0,40.740443,-74.001983
7.5,10.156543287565386,1,6,2,3,0,0,0,2,0,3,Standard,0,40.768822,-73.86281
16.0,3.5908618921603637,1,9,3,2,1,0,0,0,0,2,Budget,1,40.78947830200195,-73.97000122070312
4.9,1.6584212623895633,1,10,6,6,1,0,1,0,4,2,Budget,0,40.754432,-73.971944
7.0,1.3106531239070283,1,11,6,4,0,0,1,0,4,3,Standard,0,40.780113,-73.976832
7.3,2.4567673993324863,1,16,0,4,1,0,0,0,0,2,Budget,0,40.763695,-73.98527800000001
9.5,1.0879132974838446,5,15,4,9,0,0,0,0,0,3,Standard,0,40.756627,-73.98605
15.5,4.353912855675045,1,12,3,2,0,0,0,0,4,3,Standard,1,40.738144,-73.99224699999999
6.5,2.3748328349291477,1,9,3,10,1,0,0,0,0,2,Budget,0,40.73502,-73.986138
6.9,1.3444780203521687,1,22,1,4,0,1,0,0,0,3,Standard,0,40.764548,-73.976766
10.5,2.6784034911549615,2,2,6,10,0,1,1,0,0,3,Standard,0,40.74416,-73.98909
8.5,2.329981651330533,2,21,1,10,0,0,0,4,0,3,Standard,0,40.756448,-73.966865
12.5,3.7008771192528886,1,1,3,5,0,1,0,0,1,3,Standard,1,40.727288,-73.988636
12.1,3.878717238470539,1,18,1,4,1,0,0,0,4,2,Budget,0,40.741115,-73.990628
6.5,1.5275266087414423,6,21,6,4,0,0,1,0,0,3,Standard,0,40.74922943115234,-73.99559783935547
12.1,4.707061280521976,2,20,6,3,1,0,1,4,0,2,Budget,0,40.767415,-73.95492800000001
20.9,10.690442198250642,2,16,4,7,1,0,0,0,4,1,Premium,1,40.755441,-73.97986800000001
6.0,1.0745740174647624,1,15,6,9,0,0,1,0,0,3,Standard,0,40.752307,-73.989688
15.0,3.9934845862789583,3,22,5,3,0,1,1,0,0,3,Standard,1,40.736785,-73.99068
4.5,0.9354895662589293,1,7,2,4,1,0,0,4,4,2,Budget,0,40.786667,-73.952927
26.85,10.10486586765386,1,17,3,1,1,0,0,0,2,1,Premium,1,40.753034,-73.989073
6.5,1.3694198096541947,2,22,2,12,0,1,0,0,4,3,Standard,0,40.758441,-73.973014
4.9,0.8334004680799992,1,8,3,4,1,0,0,4,0,2,Budget,0,40.764869,-73.967771
3.0,0.621856964468569,1,0,4,2,0,1,0,0,0,3,Standard,0,40.738227,-74.00412
8.9,2.2795478316196043,1,9,5,10,1,0,1,0,0,2,Budget,0,40.735043,-73.97975500000001
5.0,1.1069922518714315,1,6,1,3,0,0,0,0,0,3,Standard,0,40.7555046081543,-73.99137878417969
5.7,2.1010352650180746,1,7,2,9,1,0,0,0,0,2,Budget,0,40.771959,-73.990274
49.15,20.983235494359736,2,17,5,3,1,0,1,4,4,1,Premium,1,40.786362,-73.953006
7.3,2.633215088315747,1,17,2,1,1,0,0,0,0,2,Budget,0,40.743636,-73.996061
5.3,1.4337449064461134,1,11,5,7,0,0,1,0,0,3,Standard,0,40.778326,-73.974503
6.5,1.2449517500419274,1,14,1,5,0,0,0,0,0,3,Standard,0,40.77651,-73.986972
22.1,7.168623556152192,1,13,2,3,0,0,0,4,0,3,Standard,1,40.768015000000005,-73.96203
9.5,1.8941611146192587,1,11,3,4,0,0,0,0,0,3,Standard,0,40.71145248413085,-74.01576232910156
3.7,0.6478426008989685,1,21,1,10,0,0,0,0,0,3,Standard,0,40.75348,-73.99968
23.0,6.4583327735087686,1,21,6,1,0,0,1,2,2,3,Standard,1,40.769502,-73.863715
6.9,2.017131701130734,1,23,3,10,0,1,0,0,0,3,Standard,0,40.759285,-73.995672
4.5,0.6404700582500557,1,21,6,8,0,0,1,0,0,3,Standard,0,40.717341,-73.990933
7.7,1.386507575575787,3,17,5,4,1,0,1,0,0,2,Budget,0,40.750128,-73.988788
8.5,2.5230121379497614,5,14,6,5,0,0,1,0,0,3,Standard,0,40.756592,-73.978815
4.5,0.8362212776402629,1,15,5,3,0,0,1,0,0,3,Standard,0,40.720945,-74.00837299999999
8.5,1.5955987387355115,1,17,4,1,1,0,0,4,0,2,Budget,0,40.789831,-73.954142
42.33,8.263289882818482,5,11,0,6,0,0,0,2,4,1,Premium,1,40.7699,-73.863217
7.0,2.0043021235569825,1,21,5,4,0,0,1,0,4,3,Standard,0,40.744295,-73.983618
3.7,0.5689000539304191,1,19,5,1,1,0,1,0,0,2,Budget,0,40.766045,-73.991086
14.9,4.504487864563382,1,2,0,2,0,1,0,0,1,3,Standard,1,40.744767,-73.991353
5.0,0.14394890921678924,1,14,4,5,0,0,0,4,4,3,Standard,0,40.767288,-73.96433499999999
22.0,8.316583081467757,1,0,5,12,0,1,1,0,2,3,Standard,1,40.767451,-73.986349
5.3,1.9343022458171755,5,8,6,12,1,0,1,0,0,2,Budget,0,40.745362,-73.991163
13.3,5.312504399565941,5,23,4,9,0,1,0,2,0,3,Standard,1,40.772153,-73.94995300000001
4.9,1.4490882252740673,1,6,4,3,0,0,0,0,0,3,Standard,0,40.736396,-73.99749200000001
6.1,2.8018140817056567,1,7,5,10,1,0,1,0,0,2,Budget,0,40.7833,-73.9746
6.5,1.7637839235496557,1,7,5,11,1,0,1,0,0,2,Budget,0,40.756436,-73.997373
12.5,1.9566715849752585,1,12,6,12,0,0,1,0,0,3,Standard,1,40.732802,-73.989915
5.3,0.7751312992968705,1,7,2,3,1,0,0,4,4,2,Budget,0,40.780229,-73.96128399999999
14.9,4.955642650402672,1,17,6,7,1,0,1,0,0,2,Budget,1,40.763072,-73.973455
35.0,10.219727399410935,1,13,5,12,0,0,1,0,2,1,Premium,1,40.762982,-73.98272800000001
11.5,3.0604653142674696,2,6,5,5,0,0,1,0,0,3,Standard,0,40.72225570678711,-73.98612976074219
11.0,3.3456887816018415,2,18,3,7,1,0,0,0,4,2,Budget,0,40.762841,-73.97030600000001
19.0,6.230612088766233,2,17,5,9,1,0,1,4,0,2,Budget,1,40.804402,-73.966675
6.5,1.585652861913928,2,21,6,8,0,0,1,0,4,3,Standard,0,40.76404,-73.98498000000001
10.5,3.9359390426573158,1,16,3,4,1,0,0,0,1,2,Budget,0,40.725618,-74.000382
22.5,4.986579127253251,1,12,3,11,0,0,0,0,0,3,Standard,1,40.76166,-73.97366
6.5,2.6212496741554845,5,19,1,9,1,0,0,4,0,2,Budget,0,40.798247,-73.960175
13.7,5.059721010209546,1,7,3,10,1,0,0,0,0,2,Budget,1,40.74586,-73.99424
8.5,2.274863110476966,1,22,3,6,0,1,0,0,0,3,Standard,0,40.754482,-73.975275
7.0,0.8727539010208186,5,14,4,3,0,0,0,0,0,3,Standard,0,40.75137,-73.994162
6.5,1.442719646814342,1,20,0,12,1,0,0,0,0,2,Budget,0,40.759397,-73.9721
8.5,2.0366894536266074,1,20,1,9,1,0,0,0,0,2,Budget,0,40.740085,-73.994862
4.1,1.1500203582630635,1,1,1,2,0,1,0,0,0,3,Standard,0,40.745091,-73.983267
6.5,1.4931836309508917,3,9,5,3,1,0,1,0,0,2,Budget,0,40.744282,-73.97925
18.0,6.445226265593382,1,1,3,9,0,1,0,0,1,3,Standard,1,40.729490000000006,-73.98122099999999
5.0,0.9185066729123893,1,22,5,9,0,1,1,0,0,3,Standard,0,40.734517,-73.992092
17.0,6.657058766400004,1,7,1,5,1,0,0,0,4,2,Budget,1,40.703602,-74.007292
8.1,0.9777797843037431,2,19,5,5,1,0,1,0,0,2,Budget,0,40.750224,-73.99136
8.5,2.186558763924029,2,0,4,7,0,1,0,0,1,3,Standard,0,40.715052,-73.9965
7.3,2.7038979164416723,1,22,4,8,0,1,0,0,0,3,Standard,0,40.738802,-74.008125
8.5,1.804005121896618,1,12,6,10,0,0,1,0,4,3,Standard,0,40.746963,-73.971655
14.5,2.5432487944601734,1,8,2,7,1,0,0,0,0,2,Budget,1,40.741572,-74.001465
11.7,3.296717968690945,1,10,2,8,1,0,0,0,0,2,Budget,0,40.754427,-73.992313
10.5,3.3731458934392227,2,8,3,9,1,0,0,0,4,2,Budget,0,40.757095,-73.9724
21.5,7.445865421270851,4,0,6,5,0,1,1,0,0,3,Standard,1,40.762983,-73.971979
8.5,2.892886330082076,1,5,3,10,0,1,0,4,0,3,Standard,0,40.765357,-73.96391
5.7,0.7028206944917108,1,14,2,1,0,0,0,0,0,3,Standard,0,40.748272,-73.98432
4.9,1.0536191734388822,1,12,5,2,0,0,1,0,0,3,Standard,0,40.783428,-73.98015
8.1,3.5512267092521523,1,7,3,5,1,0,0,4,0,2,Budget,0,40.785263,-73.95779300000001
36.0,15.341598229314169,3,15,0,1,0,0,0,2,1,1,Premium,1,40.77374,-73.870965
8.5,3.103422293423748,1,18,0,8,1,0,0,0,2,2,Budget,0,40.754197,-73.97593499999999
7.7,1.9029521825208755,1,17,1,6,1,0,0,0,0,2,Budget,0,40.729092,-73.993852
4.9,1.3592518792738064,2,21,4,8,0,0,0,0,0,3,Standard,0,40.742685,-73.9922
4.9,1.7094112106204076,2,8,2,7,1,0,0,0,0,2,Budget,0,40.773663,-73.982252
6.9,2.011852706533904,1,16,5,6,1,0,1,0,4,2,Budget,0,40.780155,-73.981675
53.9,16.317631130131645,1,13,2,2,0,0,0,0,4,1,Premium,1,40.719738,-73.987686
39.0,16.80307554492249,1,4,5,11,0,1,1,0,2,1,Premium,1,40.760852,-73.986322
4.9,1.1219773184647623,1,20,1,3,1,0,0,0,0,2,Budget,0,40.759169,-73.986393
4.5,0.7445892224109221,3,13,1,12,0,0,0,0,0,3,Standard,0,40.751117,-73.987047
4.5,0.9615277780859732,1,6,3,5,0,0,0,0,0,3,Standard,0,40.75609,-73.990677
8.5,1.251790647640786,2,15,4,3,0,0,0,0,0,3,Standard,0,40.752512,-73.993199
32.33,8.93782557493864,1,23,5,5,0,1,1,0,1,1,Premium,1,40.749825,-73.991265
18.5,2.687915300012418,1,18,6,11,1,0,1,0,0,2,Budget,1,40.748562,-73.988567
4.9,0.6462442696986621,1,14,4,12,0,0,0,4,4,3,Standard,0,40.777903,-73.95446700000001
10.0,2.0987901798578146,1,13,5,11,0,0,1,0,0,3,Standard,0,40.75064,-73.976787
29.7,11.317943210865563,1,13,6,9,0,0,1,2,0,1,Premium,1,40.773641,-73.870864
7.7,2.0867313888407706,3,15,0,4,0,0,0,0,0,3,Standard,0,40.758048,-73.981208
12.5,3.9905248471676704,1,8,4,2,1,0,0,0,0,2,Budget,1,40.72295379638672,-73.99591827392578
5.7,1.4279714684233755,1,21,6,11,0,0,1,0,0,3,Standard,0,40.741917,-74.000877
9.0,1.9559229106887428,6,14,1,4,0,0,0,0,4,3,Standard,0,40.764307,-73.97378499999999
4.5,0.9799325196981937,3,7,2,8,1,0,0,0,0,2,Budget,0,40.722181,-73.98884699999999
6.1,0.9368407206698667,2,17,6,10,1,0,1,4,2,2,Budget,0,40.787803,-73.95593199999999
23.7,13.483155493287088,1,4,4,12,0,1,0,0,4,1,Premium,1,40.733482,-74.006185
8.1,1.7289780097293772,1,9,4,1,1,0,0,0,0,2,Budget,0,40.756993,-73.990179
9.0,2.207864231544057,6,17,5,5,1,0,1,4,4,2,Budget,0,40.7866,-73.95288000000001
6.0,1.2977806445442723,1,18,4,4,1,0,0,0,0,2,Budget,0,40.726749,-73.999953
8.5,1.6726734643298207,3,21,5,8,0,0,1,0,4,3,Standard,0,40.781946000000005,-73.98118199999999
10.2,4.315573880284222,1,22,4,3,0,1,0,4,0,3,Standard,0,40.813795,-73.959906
5.3,0.26445852273722015,2,21,1,9,0,0,0,1,1,3,Standard,0,40.689023,-73.989847
7.5,0.9091547312028454,1,18,1,3,1,0,0,4,4,2,Budget,0,40.76567840576172,-73.96786499023438
5.7,1.1735916012819096,1,8,4,4,1,0,0,0,0,2,Budget,0,40.76504,-73.98055
6.9,2.195053664329369,1,21,2,3,0,0,0,0,0,3,Standard,0,40.732407,-73.981215
6.1,1.136890161739762,1,18,2,9,1,0,0,0,0,2,Budget,0,40.7252,-73.9814
13.7,6.336735347826063,1,7,4,5,1,0,0,4,0,2,Budget,1,40.813257,-73.959295
10.5,1.8322470232561343,1,17,1,6,1,0,0,0,0,2,Budget,0,40.74013519287109,-73.98651885986328
6.0,1.6228603962425467,1,11,2,10,0,0,0,4,4,3,Standard,0,40.761492,-73.966668
6.5,0.6428507537263174,1,14,6,12,0,0,1,0,0,3,Standard,0,40.757415,-73.978208
14.9,4.0910151436606474,3,12,2,8,0,0,0,0,4,3,Standard,1,40.748838,-73.98782800000001
3.7,0.8141105918410965,1,20,0,6,1,0,0,0,0,2,Budget,0,40.753891,-73.995855
15.5,1.988410862287003,2,10,4,6,1,0,0,0,0,2,Budget,1,40.738955,-73.990732
10.9,4.038971513756873,1,22,1,3,0,1,0,0,4,3,Standard,0,40.759012,-73.984752
4.9,1.0934271534370927,1,16,3,6,1,0,0,0,0,2,Budget,0,40.737119,-73.990085
5.7,1.4210986895150024,1,21,1,7,0,0,0,0,0,3,Standard,0,40.771335,-73.98312
6.5,1.355888774784919,1,9,1,10,1,0,0,0,0,2,Budget,0,40.739123,-74.008039
4.0,0.3923826278167256,2,8,1,10,1,0,0,4,4,2,Budget,0,40.763142,-73.95635
5.0,0.8291321982228009,1,23,5,9,0,1,1,0,0,3,Standard,0,40.715246,-74.01379399999999
4.9,1.0279852362976927,1,13,0,2,0,0,0,0,0,3,Standard,0,40.731493,-74.00113
8.1,1.093432607165246,5,1,5,9,0,1,1,0,0,3,Standard,0,40.768873,-73.982017
3.3,0.6390569612140863,1,16,2,7,1,0,0,0,0,2,Budget,0,40.747753,-73.982867
5.7,1.6285175457204601,1,9,1,1,1,0,0,0,0,2,Budget,0,40.753758000000005,-73.97783000000001
4.5,0.9918988387435411,1,11,1,12,0,0,0,0,0,3,Standard,0,40.732032,-74.00060500000001
8.1,2.6301303370407063,3,22,3,3,0,1,0,0,0,3,Standard,0,40.741247,-73.981313
14.5,3.1475219180599208,1,11,4,3,0,0,0,0,0,3,Standard,1,40.732223,-73.98192
3.7,7.701528402672598,5,14,0,9,0,0,0,0,1,3,Standard,0,40.762527,-73.982228
4.5,0.8643229843904587,2,17,5,4,1,0,1,0,0,2,Budget,0,40.779158,-73.985563
7.3,2.069860795741437,1,22,4,1,0,1,0,0,0,3,Standard,0,40.749745,-73.971685
5.5,1.6490884722134276,1,16,3,5,1,0,0,4,4,2,Budget,0,40.773177,-73.964469
7.7,1.3680747785550669,1,9,1,9,1,0,0,1,1,2,Budget,0,40.683473,-73.976908
5.7,1.6266971005052977,1,23,5,12,0,1,1,0,0,3,Standard,0,40.740701,-74.004866
15.5,4.688744024620631,5,20,3,9,1,0,0,0,0,2,Budget,1,40.748157,-73.976252
7.7,3.065364330192188,3,23,1,5,0,1,0,0,4,3,Standard,0,40.7445,-73.99159
13.5,2.275334952456695,1,12,1,4,0,0,0,0,4,3,Standard,1,40.778666,-73.985672
8.0,2.6441633581617885,1,15,6,8,0,0,1,0,0,3,Standard,0,40.72417,-73.99595500000001
5.5,1.5204965294584134,1,18,6,12,1,0,1,4,4,2,Budget,0,40.769020000000005,-73.961288
11.3,5.559550139420716,1,10,1,3,1,0,0,0,0,2,Budget,0,40.789657,-73.975612
7.0,0.9902281318779365,2,17,3,2,1,0,0,0,0,2,Budget,0,40.748817443847656,-74.00337219238281
6.0,1.196623256154739,2,14,3,10,0,0,0,4,0,3,Standard,0,40.755706,-73.961848
8.9,2.6875232303941656,1,13,2,10,0,0,0,0,0,3,Standard,0,40.741353,-73.99136899999999
6.9,1.4205691212914127,1,19,6,7,1,0,1,0,0,2,Budget,0,40.735422,-73.979488
18.0,3.633118046360186,1,3,4,4,0,1,0,0,0,3,Standard,1,40.728414,-73.999548
6.5,0.5423774045536471,1,12,2,6,0,0,0,0,0,3,Standard,0,40.751394,-73.976774
8.5,1.069697904116666,1,12,5,11,0,0,1,0,0,3,Standard,0,40.767507,-73.981583
8.5,2.5526847827977805,2,5,3,1,0,1,0,0,0,3,Standard,0,40.738292,-73.985557
26.9,10.879069142418123,1,9,5,5,1,0,1,0,1,1,Premium,1,40.705157,-74.006744
3.3,0.5085641179503968,1,14,0,5,0,0,0,4,4,3,Standard,0,40.775668,-73.956343
12.5,1.5464907315553535,1,18,6,9,1,0,1,0,0,2,Budget,1,40.734164,-73.98976800000001
13.7,4.89650208164895,1,18,0,7,1,0,0,0,0,2,Budget,1,40.742238,-73.98404599999999
4.1,1.0519707277732224,1,16,2,6,1,0,0,4,4,2,Budget,0,40.76047,-73.968
